,Country Name,Country Code_x,Indicator Name,Region,Income_Group,Sexo_o_clase,Edad,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
4610,Liechtenstein,LIE,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4611,Liechtenstein,LIE,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4745,Lesotho,LSO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,82.44275,,25.6,,,,,,,,,,,,,,,,,,
4746,Lesotho,LSO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,76.44521,,,,,,,,,,,,,,,,,,,,
4747,Lesotho,LSO,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,89.86126,,,,,,,,,,,,,,,,,,,,
4813,Lituania,LTU,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4814,Lituania,LTU,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4815,Lituania,LTU,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4881,Letonia,LVA,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4882,Letonia,LVA,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4883,Letonia,LVA,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4949,Isla de San Martín (parte francesa),MAF,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4950,Isla de San Martín (parte francesa),MAF,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4951,Isla de San Martín (parte francesa),MAF,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4983,Marruecos,MAR,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,15.5,,,,,,,,,,,,,,,,
4984,Marruecos,MAR,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
4985,Marruecos,MAR,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5017,Mónaco,MCO,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5018,Mónaco,MCO,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5019,Mónaco,MCO,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5051,República de Moldova,MDA,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,96.15742,,,,,,,,,100.0,,,,,,,,,,,
5052,República de Moldova,MDA,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,95.47389,,,,,,,,,100.0,,,,,,,,,,,
5053,República de Moldova,MDA,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,96.90058,,,,,,,,,100.0,,,,,,,,,,,
5085,Madagascar,MDG,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,14.88158,,,,,,59.1,,,,,,,,,,,,,
5086,Madagascar,MDG,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,13.37077,,,,,,57.0,,,,,,,,,,,,,
5087,Madagascar,MDG,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,16.50624,,,,,,61.7,,,,,,,,,,,,,
5187,México,MEX,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,65.9,,,82.8,,77.4,73.4,85.049618821746,,85.53648,,,,,,,
5188,México,MEX,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,82.907350403805,,84.50377,,,,,,,
5189,México,MEX,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,89.513498276679,,87.614,,,,,,,
5221,Islas Marshall,MHL,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5222,Islas Marshall,MHL,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5223,Islas Marshall,MHL,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5289,Macedonia del Norte,MKD,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,97.2,,,,,98.554680401276,,,,,,,,,
5290,Macedonia del Norte,MKD,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,99.209388925925,,,,,,,,,
5291,Macedonia del Norte,MKD,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,97.763276708588,,,,,,,,,
5323,Malí,MLI,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,39.2,40.5,30.4,,,,,,45.2,,,,,,,
5324,Malí,MLI,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,46.1,,,,,,,
5325,Malí,MLI,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,44.1,,,,,,,
5357,Malta,MLT,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5358,Malta,MLT,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5359,Malta,MLT,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5391,Myanmar,MMR,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5392,Myanmar,MMR,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5393,Myanmar,MMR,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5459,Montenegro,MNE,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5460,Montenegro,MNE,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5461,Montenegro,MNE,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5493,Mongolia,MNG,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,71.7728,,,,,91.3,,83.6,,,,,94.238134675619,96.217240366009,,,,,,,
5494,Mongolia,MNG,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,69.16803,,,,,,,,,,,,91.380068589677,94.161019945605,,,,,,,
5495,Mongolia,MNG,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,74.68124,,,,,,,,,,,,97.468753757058,99.130778071523,,,,,,,
5561,Mozambique,MOZ,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,81.751718943779,,,,,,,,,,,,
5562,Mozambique,MOZ,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,,,82.697193134776,,,,,,,,,,,,
5563,Mozambique,MOZ,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,,,80.849095097053,,,,,,,,,,,,
5595,Mauritania,MRT,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,50.8,,,,56.28954,,,,,,,,,
5596,Mauritania,MRT,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,48.9,,,,54.76871,,,,,,,,,
5597,Mauritania,MRT,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,53.3,,,,58.09768,,,,,,,,,
5629,Mauricio,MUS,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5630,Mauricio,MUS,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5631,Mauricio,MUS,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5663,Malawi,MWI,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,86.1,,89.5,,,,,88.224073627019,,,95.18458,92.7,,,,,
5664,Malawi,MWI,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,87.607308446599,,,94.43129,92.5,,,,,
5665,Malawi,MWI,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,88.900821169395,,,96.02836,92.9,,,,,
5697,Malasia,MYS,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5698,Malasia,MYS,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5699,Malasia,MYS,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5765,Namibia,NAM,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5766,Namibia,NAM,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5767,Namibia,NAM,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5833,Níger,NER,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,33.5,,47.8,,,45.5,,,,,,,,
5834,Níger,NER,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,,49.6,,,,,,,,
5835,Níger,NER,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,,40.9,,,,,,,,
5867,Nigeria,NGA,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,69.1,,,66.1,76.55187,,,,,,,,,
5868,Nigeria,NGA,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,68.0,79.54315,,,,,,,,,
5869,Nigeria,NGA,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,63.4,73.74391,,,,,,,,,
5901,Nicaragua,NIC,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,66.7191588645,,,,69.2,,,,,81.274006592825,,84.41807,,,,,,,,
5902,Nicaragua,NIC,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano bajo,Hombre,7 a 14 años,,61.2961138489,,,,,,,,,78.35640068785,,83.19761,,,,,,,,
5903,Nicaragua,NIC,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano bajo,Mujer,7 a 14 años,,81.9933347277,,,,,,,,,87.164424924513,,86.24588,,,,,,,,
5935,Países Bajos,NLD,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5936,Países Bajos,NLD,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5937,Países Bajos,NLD,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5969,Noruega,NOR,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5970,Noruega,NOR,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
5971,Noruega,NOR,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6071,Nueva Zelandia,NZL,Porcentaje de niños que solo trabajan y estudian,Oceanía,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6072,Nueva Zelandia,NZL,Porcentaje de niños que solo trabajan y estudian,Oceanía,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6073,Nueva Zelandia,NZL,Porcentaje de niños que solo trabajan y estudian,Oceanía,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6139,Omán,OMN,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6140,Omán,OMN,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6141,Omán,OMN,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6241,Panamá,PAN,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,61.6,,,,,85.4,,83.5,,82.1,,86.89977,,,,,,
6242,Panamá,PAN,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,77.6,,84.59031,,,,,,
6243,Panamá,PAN,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,89.7,,91.06548,,,,,,
6275,Perú,PER,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,95.2,,,,,,,96.0,,,,69.745594471205,,,74.24133,75.933062406226,,,,,
6276,Perú,PER,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,68.333785436235,,,74.33222,77.396384702978,,,,,
6277,Perú,PER,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,71.430029515333,,,74.13695,74.338875924301,,,,,
6309,Filipinas,PHL,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,85.200537300836,,,,,,,,,,86.1,,,,,,,,,
6310,Filipinas,PHL,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,81.7260598787,,,,,,,,,,82.5,,,,,,,,,
6311,Filipinas,PHL,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,,91.2137051348,,,,,,,,,,91.7,,,,,,,,,
6377,Papua Nueva Guinea,PNG,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6378,Papua Nueva Guinea,PNG,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6379,Papua Nueva Guinea,PNG,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6411,Polonia,POL,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6412,Polonia,POL,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6413,Polonia,POL,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6479,Puerto Rico,PRI,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6480,Puerto Rico,PRI,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6481,Puerto Rico,PRI,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6513,"Corea, República Popular Democrática de",PRK,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6514,"Corea, República Popular Democrática de",PRK,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6515,"Corea, República Popular Democrática de",PRK,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6547,Portugal,PRT,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,96.395309647883,,,,,,,,,,,,,,,,,,,
6548,Portugal,PRT,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,96.423826345622,,,,,,,,,,,,,,,,,,,
6549,Portugal,PRT,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,96.3427095235,,,,,,,,,,,,,,,,,,,
6581,Paraguay,PRY,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,78.4,,,,,,,,,90.71159,,,,,,
6582,Paraguay,PRY,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,79.4,,,,,,,,,89.78957,,,,,,
6583,Paraguay,PRY,Porcentaje de niños que solo trabajan y estudian,America Latina y el Caribe,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,75.4,,,,,,,,,94.00127,,,,,,
6615,Ribera Occidental y Gaza,PSE,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6616,Ribera Occidental y Gaza,PSE,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6617,Ribera Occidental y Gaza,PSE,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6717,Polinesia Francesa,PYF,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6718,Polinesia Francesa,PYF,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6719,Polinesia Francesa,PYF,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6751,Qatar,QAT,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6752,Qatar,QAT,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6753,Qatar,QAT,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6785,Rumania,ROU,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,79.3,,,,,,,,,,,,,,,,,,,,
6786,Rumania,ROU,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,75.0,,,,,,,,,,,,,,,,,,,,
6787,Rumania,ROU,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,86.0,,,,,,,,,,,,,,,,,,,,
6819,Federación de Rusia,RUS,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6820,Federación de Rusia,RUS,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6821,Federación de Rusia,RUS,Porcentaje de niños que solo trabajan y estudian,Europa y Asia central,Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6853,Rwanda,RWA,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,72.5075528701,,,,,,,,81.5,,92.061172966697,79.01898,,,79.2,,,,,,
6854,Rwanda,RWA,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,74.5152354571,,,,,,,,,,92.349918288514,75.73703,,,75.0,,,,,,
6855,Rwanda,RWA,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,70.297029703,,,,,,,,,,91.790929014988,82.21651,,,83.3,,,,,,
6921,Arabia Saudita,SAU,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6922,Arabia Saudita,SAU,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6923,Arabia Saudita,SAU,Porcentaje de niños que solo trabajan y estudian,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
6955,Sudán,SDN,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre y Mujer,7 a 14 años,44.06042,,,,,,,,26.49833135589,,,,,,74.500670051921,,,,,,
6956,Sudán,SDN,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Hombre,7 a 14 años,47.92246,,,,,,,,25.665105432024,,,,,,77.583919222593,,,,,,
6957,Sudán,SDN,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso bajo,Mujer,7 a 14 años,39.04676,,,,,,,,28.003067926517,,,,,,70.588809822365,,,,,,
6989,Senegal,SEN,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,38.1,,,,,,39.6,,,,55.256618700976,,,,,
6990,Senegal,SEN,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,39.6,,,,52.287880040282,,,,,
6991,Senegal,SEN,Porcentaje de niños que solo trabajan y estudian,África al sur del Sahara,Ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,39.8,,,,63.704002697666,,,,,
7057,Islas Salomón,SLB,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
7058,Islas Salomón,SLB,Porcentaje de niños que solo trabajan y estudian,Asia oriental y el Pacífico,Ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,
