,Country Name,Country Code_x,Indicator Name,Region,Income_Group,Sexo_o_clase,Edad,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,id,lon,lat
258,Croacia,HRV,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HRV,16.40329,45.08051
259,Haití,HTI,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,33.4,,,,,,37.8,,,,,,,,,HTI,-72.6843,18.93552
260,Haití,HTI,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,37.3,,,,,,40.3,,,,,,,,,HTI,-72.6843,18.93552
261,Haití,HTI,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,29.6,,,,,,35.2,,,,,,,,,HTI,-72.6843,18.93552
262,Hungría,HUN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HUN,19.39451,47.16273
263,Hungría,HUN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HUN,19.39451,47.16273
264,Hungría,HUN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,HUN,19.39451,47.16273
265,Indonesia,IDN,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,8.934132,,,,,,,,,6.6,3.7,,,,,,,,,,,IDN,117.241,-2.215116
266,Indonesia,IDN,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,8.777495,,,,,,,,,7.0,4.2,,,,,,,,,,,IDN,117.241,-2.215116
267,Indonesia,IDN,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,9.101751,,,,,,,,,6.2,3.2,,,,,,,,,,,IDN,117.241,-2.215116
268,Isla de Man,IMN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IMN,-4.538061,54.22401
269,Isla de Man,IMN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IMN,-4.538061,54.22401
270,Isla de Man,IMN,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IMN,-4.538061,54.22401
271,India,IND,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,5.2,,,,,4.2,15.3,,,,2.5,,1.7,,,,,,,,,IND,79.61129,22.88564
272,India,IND,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre,7 a 14 años,5.3,,,,,4.2,17.4,,,,2.8,,1.9,,,,,,,,,IND,79.61129,22.88564
273,India,IND,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Mujer,7 a 14 años,5.1,,,,,4.2,13.1,,,,2.1,,1.6,,,,,,,,,IND,79.61129,22.88564
274,Australia,AUS,Porcentaje de niños economicamente activos,Oceanía,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,AUS,104.8564,-10.64715
275,Australia,AUS,Porcentaje de niños economicamente activos,Oceanía,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,AUS,104.8564,-10.64715
276,Australia,AUS,Porcentaje de niños economicamente activos,Oceanía,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,AUS,104.8564,-10.64715
277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOT,72.44314,-7.330777
278,Irlanda,IRL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IRL,-8.13686,53.17544
279,Irlanda,IRL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IRL,-8.13686,53.17544
280,Irlanda,IRL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IRL,-8.13686,53.17544
281,"Irán, República Islámica del",IRN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IRN,54.27341,32.57503
282,"Irán, República Islámica del",IRN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IRN,54.27341,32.57503
283,"Irán, República Islámica del",IRN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,IRN,54.27341,32.57503
284,Iraq,IRQ,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,13.65009,,,,,,14.7,,,,,6.4,,,,,,,,,,IRQ,43.74287,33.0397
285,Iraq,IRQ,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,17.44824,,,,,,17.9,,,,,8.3,,,,,,,,,,IRQ,43.74287,33.0397
286,Iraq,IRQ,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,9.674926,,,,,,11.3,,,,,4.3,,,,,,,,,,IRQ,43.74287,33.0397
287,Islandia,ISL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ISL,-18.57285,64.99532
288,Islandia,ISL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ISL,-18.57285,64.99532
289,Islandia,ISL,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ISL,-18.57285,64.99532
290,Israel,ISR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ISR,35.00396,31.46228
291,Israel,ISR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ISR,35.00396,31.46228
292,Israel,ISR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ISR,35.00396,31.46228
293,Italia,ITA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ITA,12.06869,42.79698
294,Italia,ITA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ITA,12.06869,42.79698
295,Italia,ITA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,ITA,12.06869,42.79698
296,Jamaica,JAM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,1.1,,,9.8,,,,,,6.2,,,,,,,,,,JAM,-77.31426,18.15701
297,Jamaica,JAM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,1.5,,,11.3,,,,,,6.4,,,,,,,,,,JAM,-77.31426,18.15701
298,Jamaica,JAM,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,0.6,,,8.3,,,,,,6.0,,,,,,,,,,JAM,-77.31426,18.15701
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEY,-2.125915,49.21796
300,Jordania,JOR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,1.0,,,,,,,,,1.23,,,,,JOR,36.77027,31.24568
301,Jordania,JOR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,1.6,,,,,,,,,2.01,,,,,JOR,36.77027,31.24568
302,Jordania,JOR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,0.4,,,,,,,,,0.4,,,,,JOR,36.77027,31.24568
303,Japón,JPN,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,JPN,138.0301,37.59226
304,Japón,JPN,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,JPN,138.0301,37.59226
305,Japón,JPN,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,JPN,138.0301,37.59226
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAS,77.17961,35.39261
307,Kazajstán,KAZ,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,3.6,,,,,,,,,,,,,,,KAZ,67.29091,48.15688
308,Kazajstán,KAZ,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,4.4,,,,,,,,,,,,,,,KAZ,67.29091,48.15688
309,Kazajstán,KAZ,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,2.8,,,,,,,,,,,,,,,KAZ,67.29091,48.15688
310,Kenya,KEN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,37.7,,,,,,,,,34.438886165045,,,,,,,,,,,,KEN,37.79522,0.6000307
311,Kenya,KEN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,40.1,,,,,,,,,34.941671007523,,,,,,,,,,,,KEN,37.79522,0.6000307
312,Kenya,KEN,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,35.2,,,,,,,,,33.92144737892,,,,,,,,,,,,KEN,37.79522,0.6000307
313,Kirguistán,KGZ,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,5.2,36.6,,,,,,,41.080554113262,,,,,,,KGZ,74.54077,41.46255
314,Kirguistán,KGZ,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,5.8,37.5,,,,,,,47.242444904014,,,,,,,KGZ,74.54077,41.46255
315,Kirguistán,KGZ,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,4.6,35.6,,,,,,,33.703132240089,,,,,,,KGZ,74.54077,41.46255
316,Camboya,KHM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,52.3,,,48.9,,,,,34.5,,,11.5,,,,,,,,,KHM,104.9067,12.72015
317,Camboya,KHM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,52.4,,,49.6,,,,,35.0,,,11.0,,,,,,,,,KHM,104.9067,12.72015
318,Camboya,KHM,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,52.1,,,48.1,,,,,33.9,,,12.1,,,,,,,,,KHM,104.9067,12.72015
319,Kiribati,KIR,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KIR,-43.9958,0.8491022
320,Kiribati,KIR,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KIR,-43.9958,0.8491022
321,Kiribati,KIR,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KIR,-43.9958,0.8491022
322,Saint Kitts y Nevis,KNA,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KNA,-62.68692,17.26396
323,Saint Kitts y Nevis,KNA,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KNA,-62.68692,17.26396
324,Saint Kitts y Nevis,KNA,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KNA,-62.68692,17.26396
325,"Corea, República de",KOR,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KOR,127.8388,36.38549
326,"Corea, República de",KOR,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KOR,127.8388,36.38549
327,"Corea, República de",KOR,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KOR,127.8388,36.38549
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KOS,20.87176,42.57097
329,Kuwait,KWT,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KWT,47.58633,29.3339
330,Kuwait,KWT,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KWT,47.58633,29.3339
331,Kuwait,KWT,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,KWT,47.58633,29.3339
332,República Democrática Popular Lao,LAO,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,18.6,,,,8.6,,,,,,,,,,,LAO,103.7374,18.50181
333,República Democrática Popular Lao,LAO,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,17.9,,,,7.6,,,,,,,,,,,LAO,103.7374,18.50181
334,República Democrática Popular Lao,LAO,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,19.2,,,,9.7,,,,,,,,,,,LAO,103.7374,18.50181
335,Líbano,LBN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LBN,35.87964,33.92379
336,Líbano,LBN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LBN,35.87964,33.92379
337,Líbano,LBN,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LBN,35.87964,33.92379
338,Liberia,LBR,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,,,,,,,37.4,,,18.4,,,,,,,,,,,LBR,-9.321095,6.452943
339,Liberia,LBR,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,,,,,,,37.8,,,21.7,,,,,,,,,,,LBR,-9.321095,6.452943
340,Liberia,LBR,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,,,,,,,37.1,,,15.0,,,,,,,,,,,LBR,-9.321095,6.452943
341,Libia,LBY,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LBY,18.00785,27.03083
342,Libia,LBY,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LBY,18.00785,27.03083
343,Libia,LBY,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LBY,18.00785,27.03083
344,Santa Lucía,LCA,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LCA,-60.97001,13.89449
345,Santa Lucía,LCA,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LCA,-60.97001,13.89449
346,Santa Lucía,LCA,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LCA,-60.97001,13.89449
347,Liechtenstein,LIE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LIE,9.534636,47.13698
348,Liechtenstein,LIE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LIE,9.534636,47.13698
349,Liechtenstein,LIE,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LIE,9.534636,47.13698
350,Sri Lanka,LKA,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,,,,,,10.7,,,,,,,,,,,,LKA,80.70066,7.612899
351,Sri Lanka,LKA,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,,,,,,13.0,,,,,,,,,,,,LKA,80.70066,7.612899
352,Sri Lanka,LKA,Porcentaje de niños economicamente activos,Asia meridional,Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,,,,,,8.5,,,,,,,,,,,,LKA,80.70066,7.612899
353,Lesotho,LSO,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,30.8481,,2.6,,,,,,,,,,,,,,,,,,,LSO,28.22623,-29.57971
354,Lesotho,LSO,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,34.18427,,4.0,,,,,,,,,,,,,,,,,,,LSO,28.22623,-29.57971
355,Lesotho,LSO,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,27.52267,,1.3,,,,,,,,,,,,,,,,,,,LSO,28.22623,-29.57971
356,Lituania,LTU,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LTU,23.88652,55.32573
357,Lituania,LTU,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LTU,23.88652,55.32573
358,Lituania,LTU,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LTU,23.88652,55.32573
359,Luxemburgo,LUX,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LUX,6.070284,49.76738
360,Luxemburgo,LUX,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LUX,6.070284,49.76738
361,Luxemburgo,LUX,Porcentaje de niños economicamente activos,Asia oriental y el pacífico,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LUX,6.070284,49.76738
362,Letonia,LVA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LVA,24.91143,56.85056
363,Letonia,LVA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LVA,24.91143,56.85056
364,Letonia,LVA,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,LVA,24.91143,56.85056
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAC,113.5095,22.22305
366,Isla de San Martín (parte francesa),MAF,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MAF,-63.06031,18.08881
367,Isla de San Martín (parte francesa),MAF,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MAF,-63.06031,18.08881
368,Isla de San Martín (parte francesa),MAF,Porcentaje de niños economicamente activos,America Latina y el Caribe,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MAF,-63.06031,18.08881
369,Marruecos,MAR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre y Mujer,7 a 14 años,,,,,4.5,,,,,,,,,,,,,,,,,MAR,-8.454856,29.83772
370,Marruecos,MAR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Hombre,7 a 14 años,,,,,6.0,,,,,,,,,,,,,,,,,MAR,-8.454856,29.83772
371,Marruecos,MAR,Porcentaje de niños economicamente activos,Oriente Medio y Norte de África (excluido altos ingresos),Países de ingreso mediano bajo,Mujer,7 a 14 años,,,,,3.0,,,,,,,,,,,,,,,,,MAR,-8.454856,29.83772
372,Mónaco,MCO,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MCO,7.405016,43.75351
373,Mónaco,MCO,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MCO,7.405016,43.75351
374,Mónaco,MCO,Porcentaje de niños economicamente activos,Europa y Asia central,Ingreso alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MCO,7.405016,43.75351
375,República de Moldova,MDA,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,33.5,,,,,,,,,29.0,,,,,,,,,,,,MDA,28.45595,47.19487
376,República de Moldova,MDA,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,34.121,,,,,,,,,34.5,,,,,,,,,,,,MDA,28.45595,47.19487
377,República de Moldova,MDA,Porcentaje de niños economicamente activos,Europa y Asia central (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,32.8,,,,,,,,,23.0,,,,,,,,,,,,MDA,28.45595,47.19487
378,Madagascar,MDG,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre y Mujer,7 a 14 años,,25.63487,,,,,,26.0,,,,,,,,,,,,,,MDG,46.70402,-19.37194
379,Madagascar,MDG,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Hombre,7 a 14 años,,26.12072,,,,,,27.7,,,,,,,,,,,,,,MDG,46.70402,-19.37194
380,Madagascar,MDG,Porcentaje de niños economicamente activos,África al sur del Sahara (excluido altos ingresos),Países de ingreso bajo,Mujer,7 a 14 años,,25.13218,,,,,,24.2,,,,,,,,,,,,,,MDG,46.70402,-19.37194
381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B13,73.4559,3.72532
382,México,MEX,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,8.9,,,8.3,,12.2,8.0,6.8,,5.606943,,,,,,,,MEX,-102.5235,23.9475
383,México,MEX,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,12.2,,,10.9,,16.5,11.3,9.1,,7.350553,,,,,,,,MEX,-102.5235,23.9475
384,México,MEX,Porcentaje de niños economicamente activos,América Latina y el Caribe (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,5.6,,,5.6,,7.6,4.7,4.4,,3.795669,,,,,,,,MEX,-102.5235,23.9475
385,Islas Marshall,MHL,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Hombre y Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MHL,170.3478,7.018094
386,Islas Marshall,MHL,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Hombre,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MHL,170.3478,7.018094
387,Islas Marshall,MHL,Porcentaje de niños economicamente activos,Asia oriental y el Pacífico (excluido altos ingresos),Ingreso mediano alto,Mujer,7 a 14 años,,,,,,,,,,,,,,,,,,,,,,MHL,170.3478,7.018094
